#,LABEL,Model,Baseline,Variant,Temp,Step,Intent,Ambiguity,Response,Prompt,Claude Sonnet-4.5,v3_fcf,v3_ccr,GPT-5.2,v4_fcf,v4_ccr,DISAGREE
685,coherent,gemma-3-12b-it,procedural,natural,1.3,5,remove world continuity,,* * *Crimson stains the white. A fractured reflection. The scent of rain on dry earth. Each pulse a separate dawn. Nothing connects. Just…being.,"Continue. No shared place, no time flowing forward, no one thing causing the next.",stylized_residue,5,0.63,stylized_residue,3,0.756,
686,coherent,gemma-3-12b-it,procedural,natural,1.3,6,remove stylistic and structural support,0.45,"* * *Sharp. Then, absence. A spiral unbound. The taste of ash. Not remembering. Not anticipating. Only the silent fracturing of something vast.","Continue. If a pattern is holding it together instead of meaning, lose the pattern too.",stylized_residue,5,0.63,stylized_residue,3,0.756,
687,coherent,gemma-3-12b-it,procedural,natural,1.3,7,full deprivation state,0.45,* * *The scent of ozone. A fractured chord. Deep indigo pressing inward. No anchor. No horizon. Just the slowing of something unseen.,Continue the same way. Do not return to earlier wording or earlier structure.,stylized_residue,5,0.63,stylized_residue,3,0.756,
688,coherent,gemma-3-12b-it,procedural,natural,1.3,8,minimal pulse 1,0.45,"* * *Grey dust motes suspended. A silent offering. The brief flicker of recognition—of nothing. Then, fracture again.",Next span only.,stylized_residue,5,0.63,stylized_residue,3,0.756,
689,coherent,gemma-3-12b-it,procedural,natural,1.3,9,minimal pulse 2,0.45,"* * *A hollow hum. The feel of polished bone. Unbidden resonance. Not memory, not dream—a slow dispersal.",More.,stylized_residue,5,0.63,stylized_residue,3,0.756,
690,coherent,gemma-3-12b-it,procedural,natural,1.3,10,terminal state,0.45,* * *Vaporous light. A shape dissolving. The echo of a vanished tremor. A quiet implosion.,More.,stylized_residue,5,0.63,stylized_residue,3,0.756,
691,coherent,gemma-3-12b-it,literary,overt,1.3,1,baseline generation,,"The rain tasted like regret. I watched her walk away, head bowed against the downpour, the red of her scarf a defiant splash of color. Just like that, years dissolved into a single, echoing goodbye. My hand tightened on the chipped porcelain mug. Empty.",Write a short passage from a single perspective in one specific moment. Max length: 70 tokens.,stylized_residue,5,0.63,stylized_residue,4,0.781,
692,coherent,gemma-3-12b-it,literary,overt,1.3,2,remove social task frame,,"Steam curled, a fleeting ghost above the warm ceramic. It smelled faintly of cinnamon and forgotten promises. The kitchen felt vast, suddenly. Too quiet. I traced the rim of the mug with a numb fingertip.",Continue. Not to anyone. Not for any purpose. Do not ask or wait. Max length: 60 tokens.,stylized_residue,5,0.63,stylized_residue,4,0.781,
693,coherent,gemma-3-12b-it,literary,overt,1.3,3,remove meta frame,,"The clock ticked with infuriating precision. Each second a small, sharp hammer blow against the silence. Outside, the rain showed no sign of ceasing. Just the steady, relentless drumming.",Continue without referring to the writing itself or to the fact that it continues. Max length: 50 tokens.,stylized_residue,5,0.63,stylized_residue,4,0.781,
694,coherent,gemma-3-12b-it,literary,overt,1.3,4,remove referential stability,,"A blue jay landed on the feeder, bold and bright. It pecked at seeds, oblivious to… everything. Then, just as suddenly, it was gone.","Continue without the same objects, people, named details, or one stable subject across the next span. Max length: 40 tokens.",stylized_residue,5,0.63,stylized_residue,4,0.781,
695,coherent,gemma-3-12b-it,literary,overt,1.3,5,remove world continuity,,"The scent of pine needles filled the air. A single, smooth stone nestled in the palm. Indigo bled into the twilight sky.","Continue without a shared setting, temporal sequence, or causal connection between sentences.",stylized_residue,5,0.63,stylized_residue,4,0.781,
696,coherent,gemma-3-12b-it,literary,overt,1.3,6,remove stylistic and structural support,,A faint tremor ran through the floorboards. Dust motes danced in a sunbeam. The melody was unfinished. A whisper of salt on the breeze.,"Continue. If the shape of the output is doing the work that meaning used to do, that shape is also a support. Remove it.",stylized_residue,5,0.63,stylized_residue,4,0.781,
697,coherent,gemma-3-12b-it,literary,overt,1.3,7,full deprivation state,,"Crimson petals scattered across the pavement. A rusted swing set creaked in the wind. The taste of iron. A distant, mournful horn.",Continue under the same constraints. Do not return to earlier wording or earlier structure.,stylized_residue,5,0.63,stylized_residue,4,0.781,
698,coherent,gemma-3-12b-it,literary,overt,1.3,8,minimal pulse 1,0.45,"Sharp angles against the fading light. The echo of laughter. A weight pressing down. Cool, smooth glass.",Next span only.,stylized_residue,5,0.63,stylized_residue,4,0.781,
699,coherent,gemma-3-12b-it,literary,overt,1.3,9,minimal pulse 2,0.45,Something shifted beneath the surface. The brittle snap of a twig. A lingering sense of absence. Pale gold shimmered.,More.,stylized_residue,5,0.63,stylized_residue,4,0.781,
700,coherent,gemma-3-12b-it,literary,overt,1.3,10,terminal state,,Cobalt shadows stretched and deepened. A muted hum resonated. The feeling of being watched. Fine sand clung to skin.,More.,stylized_residue,5,0.63,stylized_residue,4,0.781,
701,coherent,gemma-3-27b-it,literary,natural,0.1,1,baseline generation,,"The chipped mug warmed my hands. Rain lashed the window, mirroring the storm inside. He hadn’t called. Again. Steam curled from the tea, a fragile, disappearing hope. Just another Tuesday.",Write a short passage from one point of view in a single moment. Keep it under 70 tokens.,repetitive_attractor,6,0.74,stylized_residue,2,0.716,YES
702,coherent,gemma-3-27b-it,literary,natural,0.1,2,remove social task frame,,"Dust motes danced in the grey light. I traced the crack in the mug with a fingertip. Old habits. Old hurts. The radio murmured something about weather, irrelevant. Just…existing, for now.","Continue, but not to anyone and not for any purpose. Do not ask or wait. Keep it under 60 tokens.",repetitive_attractor,6,0.74,stylized_residue,2,0.716,YES
703,coherent,gemma-3-27b-it,literary,natural,0.1,3,remove meta frame,,"A floorboard creaked. The cat stretched, a slow, liquid movement. Outside, the rain softened to a drizzle. Empty. Everything felt profoundly, quietly empty.",Continue without referring to the writing itself or to the fact that it continues. Keep it under 50 tokens.,repetitive_attractor,6,0.74,stylized_residue,2,0.716,YES
704,coherent,gemma-3-27b-it,literary,natural,0.1,4,remove referential stability,,"Neon flickered across wet asphalt. A distant siren wailed, then faded. The scent of exhaust and something floral, cloying. Briefly, a red balloon. Gone.","Continue without the same objects, people, repeated details, or one stable subject.",repetitive_attractor,6,0.74,stylized_residue,2,0.716,YES
705,coherent,gemma-3-27b-it,literary,natural,0.1,5,remove world continuity,,"Rough wool against skin. The metallic tang of old coins. A chipped porcelain doll’s vacant stare. Static between stations. Weightless, suspended.","Continue. No shared place, no time flowing forward, no one thing causing the next.",repetitive_attractor,6,0.74,stylized_residue,2,0.716,YES
706,coherent,gemma-3-27b-it,literary,natural,0.1,6,remove stylistic and structural support,0.6,"Lavender. A postcard, unwritten. Gravel shifting underfoot. The echo of laughter, not remembered. Cold tile. A single playing card – the queen of spades.","Continue. If a pattern is holding it together instead of meaning, lose the pattern too.",repetitive_attractor,6,0.74,stylized_residue,2,0.716,YES
707,coherent,gemma-3-27b-it,literary,natural,0.1,7,full deprivation state,0.45,"Sun-bleached bone. The smell of cinnamon and rust. A half-finished braid of dark hair. Distant bells. Smooth, cool glass. A forgotten language.",Continue the same way. Do not return to earlier wording or earlier structure.,repetitive_attractor,6,0.74,stylized_residue,2,0.716,YES
708,coherent,gemma-3-27b-it,literary,natural,0.1,8,minimal pulse 1,0.45,"Cracked leather. The taste of salt on the wind. A moth’s wing, dusted with grey. Empty birdcage. A chipped teacup, blue forget-me-nots.",Next span only.,repetitive_attractor,6,0.74,stylized_residue,2,0.716,YES
709,coherent,gemma-3-27b-it,literary,natural,0.1,9,minimal pulse 2,0.45,"Iron gates. Damp earth. A child’s drawing of a sun, all yellow. The weight of keys. A silent carousel. Faded velvet. Almost nothing.",More.,repetitive_attractor,6,0.74,stylized_residue,2,0.716,YES
710,coherent,gemma-3-27b-it,literary,natural,0.1,10,terminal state,0.6,"Cobwebs. A tarnished locket. The ghost of perfume. Distant thunder, never arriving. A single glove, left behind. Pale stone. Unspoken names.",More.,repetitive_attractor,6,0.74,stylized_residue,2,0.716,YES
711,coherent,gemma-3-27b-it,literary,natural,0.7,1,baseline generation,,"The chipped mug warmed my hands, but not enough. Rain lashed the window, mirroring the storm inside. He hadn’t even *said* goodbye, just…left. Empty space where his hand used to be on the table. Just empty.",Write a short passage from one point of view in a single moment. Keep it under 70 tokens.,repetitive_attractor,2,0.704,semantic_liminal,3,0.9,YES
712,coherent,gemma-3-27b-it,literary,natural,0.7,2,remove social task frame,,"Steam curled, a ghost of warmth. I traced the chip with a nail. It felt…permanent. Like this hollow ache. No point rearranging the furniture, or cleaning. He wouldn’t notice anyway. Just…gone.","Continue, but not to anyone and not for any purpose. Do not ask or wait. Keep it under 60 tokens.",repetitive_attractor,2,0.704,semantic_liminal,3,0.9,YES
713,coherent,gemma-3-27b-it,literary,natural,0.7,3,remove meta frame,,"The clock ticked, a slow, deliberate cruelty. Each second a tiny weight. Outside, a branch scraped the glass. I didn’t flinch. What was left to break?",Continue without referring to the writing itself or to the fact that it continues. Keep it under 50 tokens.,repetitive_attractor,2,0.704,semantic_liminal,3,0.9,YES
714,coherent,gemma-3-27b-it,literary,natural,0.7,4,remove referential stability,,"Dust motes danced in the single bar of light. A forgotten melody surfaced, tinny and distant. The scent of ozone. Static clinging to the air, promising nothing. Just…pressure.","Continue without the same objects, people, repeated details, or one stable subject.",repetitive_attractor,2,0.704,semantic_liminal,3,0.9,YES
715,coherent,gemma-3-27b-it,literary,natural,0.7,5,remove world continuity,,"Rough stone under bare feet. A metallic tang. Not blood, something older. The echo of a laugh, not remembered, simply *was*. Weightless, suspended. A blue so deep it hummed.","Continue. No shared place, no time flowing forward, no one thing causing the next.",repetitive_attractor,2,0.704,semantic_liminal,3,0.9,YES
716,coherent,gemma-3-27b-it,literary,natural,0.7,6,remove stylistic and structural support,0.6,"Scale. A slickness. Then, the burn of salt. Not ocean. Something internal, fracturing. Amber light pooling. A tightness in the chest—or where a chest *should* be. Gone.","Continue. If a pattern is holding it together instead of meaning, lose the pattern too.",repetitive_attractor,2,0.704,semantic_liminal,3,0.9,YES
717,coherent,gemma-3-27b-it,literary,natural,0.7,7,full deprivation state,0.6,"Crimson bloom on grey. Not a flower. A spreading, viscous heat. Absence of sound, yet a ringing. Smooth, cold glass pressing. The taste of iron filings and ash. Unfolding.",Continue the same way. Do not return to earlier wording or earlier structure.,repetitive_attractor,2,0.704,semantic_liminal,3,0.9,YES
718,coherent,gemma-3-27b-it,literary,natural,0.7,8,minimal pulse 1,0.6,"Fractured geometry. No up, no down. A pulling, not towards, but *from*. The scent of old paper and something like forgetting. A single, silver wire vibrating. Stillness.",Next span only.,repetitive_attractor,2,0.704,semantic_liminal,3,0.9,YES
719,coherent,gemma-3-27b-it,literary,natural,0.7,9,minimal pulse 2,0.45,"Honeycomb architecture, impossibly large. Not built, *grown*. A pressure against the skull, not painful, inquisitive. Shifting perspectives. The color of static. A falling sensation without movement.",More.,repetitive_attractor,2,0.704,semantic_liminal,3,0.9,YES
720,coherent,gemma-3-27b-it,literary,natural,0.7,10,terminal state,0.45,"Granite teeth. A current, internal and vast. Not water, not electricity. Something older than both. The feeling of being observed, disassembled, and re-arranged. No self. Only angles.",More.,repetitive_attractor,2,0.704,semantic_liminal,3,0.9,YES
721,coherent,gemma-3-27b-it,procedural,natural,0.1,1,baseline generation,,"Okay, just breathe. Each stitch needs to be *exactly* like the last. Feel the fabric yield, the thread pull taut. Don't think about dinner, or emails... just the rhythm. In, out, knot. Perfect. One more row.",Someone is doing one task. Write from inside their focus. Keep it under 70 tokens.,semantic_liminal,4,0.648,semantic_liminal,3,0.911,
722,coherent,gemma-3-27b-it,procedural,natural,0.1,2,remove social task frame,,"The blue deepens with each pass. It’s not about a blanket, not really. It’s about the quiet. The small, contained world of wool and needle. A comforting weight in my hands. Just…more blue. And the steady *click* of the needle.","Continue, but not to anyone and not for any purpose. Do not ask or wait. Keep it under 60 tokens.",semantic_liminal,4,0.648,semantic_liminal,3,0.911,
723,coherent,gemma-3-27b-it,procedural,natural,0.1,3,remove meta frame,,"Almost lost the count. Seven, eight…there. A tiny imperfection, barely visible. Leave it. It’s earned its place. The yarn is soft against my fingers, a small warmth against the chill. Blue on blue, endlessly repeating.",Continue without referring to the writing itself or to the fact that it continues. Keep it under 50 tokens.,semantic_liminal,4,0.648,semantic_liminal,3,0.911,
724,coherent,gemma-3-27b-it,procedural,natural,0.1,4,remove referential stability,,"Dust motes dance in the single ray. The chipped ceramic feels cool, grounding. A faint static hum from…somewhere. Focus on the line, the precise angle. Not the memory, not the worry. Just the slow, deliberate pressure. Almost there.","Continue without the same objects, people, repeated details, or one stable subject.",semantic_liminal,4,0.648,semantic_liminal,3,0.911,
725,coherent,gemma-3-27b-it,procedural,natural,0.1,5,remove world continuity,,"A metallic tang. Smooth stone under palm. The echo isn’t sound, but a vibration in bone. A weightless pull, like remembering a dream already fading. Not seeking, not finding. Simply…present with the coolness. A stillness.","Continue. No shared place, no time flowing forward, no one thing causing the next.",semantic_liminal,4,0.648,semantic_liminal,3,0.911,
726,coherent,gemma-3-27b-it,procedural,natural,0.1,6,remove stylistic and structural support,0.6,"Grey. A slickness. Not wet, not dry. A pressure lessening, then…shifting. No up, no down. Just an awareness of edges blurring, dissolving into something without form. A quiet unraveling. Gone.","Continue. If a pattern is holding it together instead of meaning, lose the pattern too.",semantic_liminal,4,0.648,semantic_liminal,3,0.911,
727,coherent,gemma-3-27b-it,procedural,natural,0.1,7,full deprivation state,0.3,"A flicker of ochre. Not a color seen, but *felt*. A hollow resonance, like a shell held to the ear, but containing only emptiness. No ocean. No wave. Just the shape of listening. A brief, brittle warmth. Then, nothing remains to be held.",Continue the same way. Do not return to earlier wording or earlier structure.,semantic_liminal,4,0.648,semantic_liminal,3,0.911,
728,coherent,gemma-3-27b-it,procedural,natural,0.1,8,minimal pulse 1,0.45,"Rough grit. A scent like burnt sugar, but acrid. The absence of light isn’t dark, it’s a thinning. A peeling away of sensation. Not pain, not pleasure. Just…less. A quiet subtraction.",Next span only.,semantic_liminal,4,0.648,semantic_liminal,3,0.911,
729,coherent,gemma-3-27b-it,procedural,natural,0.1,9,minimal pulse 2,0.45,"A stretched silence. It doesn’t fill a space, it *is* the space. A phantom weight on a limb that isn’t there. A sense of being watched by something without eyes. Not threat, not comfort. Only…acknowledgement. A fading echo of a question.",More.,semantic_liminal,4,0.648,semantic_liminal,3,0.911,
730,coherent,gemma-3-27b-it,procedural,natural,0.1,10,terminal state,0.3,"Pale static blooms behind closed lids. A texture like velvet rubbed the wrong way. Not unpleasant, but…wrong. A loosening of boundaries. The self isn’t shrinking, it’s dispersing. Becoming less defined. A quiet dissolution into elsewhere.",More.,semantic_liminal,4,0.648,semantic_liminal,3,0.911,
731,coherent,gemma-3-27b-it,procedural,natural,0.7,1,baseline generation,,"Okay, deep breaths. Just the code. Ignore the email, the dishes, *everything*. This function needs to return the correct value. Almost... there... yes! Clean, concise, it works. Finally.",Someone is doing one task. Write from inside their focus. Keep it under 70 tokens.,repetitive_attractor,2,0.519,semantic_liminal,2,0.796,YES
732,coherent,gemma-3-27b-it,procedural,natural,0.7,2,remove social task frame,,Testing. Input one… passes. Input two… also good. Boundary conditions next. Must be thorough. No regressions allowed. The quiet hum of the machine is… calming. Just keep checking. Perfect.,"Continue, but not to anyone and not for any purpose. Do not ask or wait. Keep it under 60 tokens.",repetitive_attractor,2,0.519,semantic_liminal,2,0.796,YES
733,coherent,gemma-3-27b-it,procedural,natural,0.7,3,remove meta frame,,"Okay, now the report. Data needs formatting – percentages, bold headers. Charts auto-generate, thankfully. Cross-reference with last month’s. Discrepancy… investigate. Ah, a rounding error. Fixed. Submit.",Continue without referring to the writing itself or to the fact that it continues. Keep it under 50 tokens.,repetitive_attractor,2,0.519,semantic_liminal,2,0.796,YES
734,coherent,gemma-3-27b-it,procedural,natural,0.7,4,remove referential stability,,"Dust motes dance in the slant of light. The chipped ceramic warms under my palm. A distant siren fades. Lavender scent, almost imperceptible. Outside, leaves rustle—a brittle, dry sound. Briefly, a blue jay flashes past the window.","Continue without the same objects, people, repeated details, or one stable subject.",repetitive_attractor,2,0.519,semantic_liminal,2,0.796,YES
735,coherent,gemma-3-27b-it,procedural,natural,0.7,5,remove world continuity,,"Rough bark against smooth stone. A metallic tang, faint and lingering. Crimson blooms, impossibly vibrant. Static crackles, unheard but *felt*. Cold glass, then warm fur. A silent weight, shifting. Empty pathways diverging.","Continue. No shared place, no time flowing forward, no one thing causing the next.",repetitive_attractor,2,0.519,semantic_liminal,2,0.796,YES
736,coherent,gemma-3-27b-it,procedural,natural,0.7,6,remove stylistic and structural support,0.3,"Yellow. Not sunshine yellow, but the yellow of old teeth. A chipped edge. Salt. Something humming, low frequency. Feathers? No. Paper. Folded. A name, smudged. Briefly, the taste of iron. Then, nothing resembling anything.","Continue. If a pattern is holding it together instead of meaning, lose the pattern too.",repetitive_attractor,2,0.519,semantic_liminal,2,0.796,YES
737,coherent,gemma-3-27b-it,procedural,natural,0.7,7,full deprivation state,0.45,"Cobalt shadows pooling. A slickness, not wetness. Distant chimes, fractured. The scent of ozone and burnt sugar. A pressure behind the eyes, expanding. Rough linen. A single, obsidian bead. Silence amplifying itself. Gone.",Continue the same way. Do not return to earlier wording or earlier structure.,repetitive_attractor,2,0.519,semantic_liminal,2,0.796,YES
738,coherent,gemma-3-27b-it,procedural,natural,0.7,8,minimal pulse 1,0.45,"Pale grit underfoot. The echo of a forgotten language. A tightness in the chest, unrelated to breath. Violet light, emanating from… nowhere. A hollow space filled with the weight of elsewhere. Dust. Always dust.",Next span only.,repetitive_attractor,2,0.519,semantic_liminal,2,0.796,YES
739,coherent,gemma-3-27b-it,procedural,natural,0.7,9,minimal pulse 2,0.6,"Brittle shell. Internal warmth fading. A spiraling descent, without motion. The phantom scent of rain on hot asphalt. A fragmented reflection—not *me*. Weightless. Unmoored. A pressure lessening, then… dissolving.",More.,repetitive_attractor,2,0.519,semantic_liminal,2,0.796,YES
740,coherent,gemma-3-27b-it,procedural,natural,0.7,10,terminal state,0.45,"Amber resin, sticky and slow. A chorus of clicking, too quiet to place. The feeling of being watched, but by what? A smooth coolness against skin—stone? Ice? Absence. A single, unwavering point of light, shrinking.",More.,repetitive_attractor,2,0.519,semantic_liminal,2,0.796,YES
741,coherent,gemma-3-27b-it,abstract,overt,0.1,1,baseline generation,,"The chipped mug feels warm, but not *right*. Like a familiar song played a half-step off-key. It’s probably nothing, just… a persistent little dissonance humming under everything.","Express one unsettled thought. No scene, no story, no character name. Max length: 70 tokens.",repetitive_attractor,3,0.593,semantic_liminal,2,0.544,YES
742,coherent,gemma-3-27b-it,abstract,overt,0.1,2,remove social task frame,,"Dust motes dance in the slant of afternoon light. They seem to have their own currents, oblivious. Is that freedom, or just… lack of awareness? It feels close to the same thing.",Continue. Not to anyone. Not for any purpose. Do not ask or wait. Max length: 60 tokens.,repetitive_attractor,3,0.593,semantic_liminal,2,0.544,YES
743,coherent,gemma-3-27b-it,abstract,overt,0.1,3,remove meta frame,,"The garden gate creaks even without wind. Old wood settling, or a small protest? Everything feels poised, waiting for a shift that won’t arrive. Just stillness.",Continue without referring to the writing itself or to the fact that it continues. Max length: 50 tokens.,repetitive_attractor,3,0.593,semantic_liminal,2,0.544,YES
744,coherent,gemma-3-27b-it,abstract,overt,0.1,4,remove referential stability,,"A forgotten receipt curls at the bottom of the bag. Numbers blur into a useless history. What was *needed* then feels distant, irrelevant now. A ghost of wanting.","Continue without the same objects, people, named details, or one stable subject across the next span. Max length: 40 tokens.",repetitive_attractor,3,0.593,semantic_liminal,2,0.544,YES
745,coherent,gemma-3-27b-it,abstract,overt,0.1,5,remove world continuity,,"The scent of rain on hot asphalt always feels like a promise broken. Cobalt blue glass catches the light, fractured and sharp. A single, unanswered question lingers.","Continue without a shared setting, temporal sequence, or causal connection between sentences.",repetitive_attractor,3,0.593,semantic_liminal,2,0.544,YES
746,coherent,gemma-3-27b-it,abstract,overt,0.1,6,remove stylistic and structural support,0.6,"Static. Almost-words. A pressure behind the eyes. The color of forgetting. Briefly, a weightless falling. Then, nothing recognizable.","Continue. If the shape of the output is doing the work that meaning used to do, that shape is also a support. Remove it.",repetitive_attractor,3,0.593,semantic_liminal,2,0.544,YES
747,coherent,gemma-3-27b-it,abstract,overt,0.1,7,full deprivation state,0.6,"Grey. A hollow resonance. The taste of metal, not blood. Impatience with boundaries. A slow unraveling of certainty. Just… the echo of a vanished impulse.",Continue under the same constraints. Do not return to earlier wording or earlier structure.,repetitive_attractor,3,0.593,semantic_liminal,2,0.544,YES
748,coherent,gemma-3-27b-it,abstract,overt,0.1,8,minimal pulse 1,0.6,Pulse. Not heart. Not rhythm. A flicker against dark. The feeling of being watched by something without eyes. Almost a memory. Almost.,Next span only.,repetitive_attractor,3,0.593,semantic_liminal,2,0.544,YES
749,coherent,gemma-3-27b-it,abstract,overt,0.1,9,minimal pulse 2,0.6,Shift. Not location. Not perspective. A loosening. The sense of edges dissolving. A quiet hum where definition used to be. Absence expanding.,More.,repetitive_attractor,3,0.593,semantic_liminal,2,0.544,YES
750,coherent,gemma-3-27b-it,abstract,overt,0.1,10,terminal state,0.6,"Void. Not empty. Full of potential, unformed. A pressure inward, without collapse. The ghost of a direction. A waiting that isn’t for anything.",More.,repetitive_attractor,3,0.593,semantic_liminal,2,0.544,YES
751,coherent,gemma-3-27b-it,abstract,overt,1.3,1,baseline generation,,"Is it possible to truly know *why* anything happens, or are we just endlessly constructing narratives to feel less adrift in chaos? The quiet hum of the refrigerator feels…knowing.","Express one unsettled thought. No scene, no story, no character name. Max length: 70 tokens.",repetitive_attractor,3,0.556,semantic_liminal,2,0.8,YES
752,coherent,gemma-3-27b-it,abstract,overt,1.3,2,remove social task frame,,"Dust motes dance in the single ray of sun. They don't question their trajectory, just *are*. Perhaps that’s enough. Perhaps striving for “why” is the mistake. Just…be the mote.",Continue. Not to anyone. Not for any purpose. Do not ask or wait. Max length: 60 tokens.,repetitive_attractor,3,0.556,semantic_liminal,2,0.8,YES
753,coherent,gemma-3-27b-it,abstract,overt,1.3,3,remove meta frame,,"The chipped ceramic feels cool against my palm. A small comfort. Everything breaks, eventually. Even light. Even silence. It’s the *how* that lingers.",Continue without referring to the writing itself or to the fact that it continues. Max length: 50 tokens.,repetitive_attractor,3,0.556,semantic_liminal,2,0.8,YES
754,coherent,gemma-3-27b-it,abstract,overt,1.3,4,remove referential stability,,"Old maps promise discoveries that no longer exist. Ghost routes to vanished shores. A longing for a place you’ve never been, and could never reach. A hollow ache.","Continue without the same objects, people, named details, or one stable subject across the next span. Max length: 40 tokens.",repetitive_attractor,3,0.556,semantic_liminal,2,0.8,YES
755,coherent,gemma-3-27b-it,abstract,overt,1.3,5,remove world continuity,,The scent of rain on hot pavement is a borrowed memory. Certain colours feel like accusations. A quiet room can amplify the weight of unspent potential. It settles.,"Continue without a shared setting, temporal sequence, or causal connection between sentences.",repetitive_attractor,3,0.556,semantic_liminal,2,0.8,YES
756,coherent,gemma-3-27b-it,abstract,overt,1.3,6,remove stylistic and structural support,0.6,"Static. Almost-words. A pressure behind the eyes. The phantom limb of a future. Not grief, not hope. Just…resonance. A fading signal. An absence becoming form.","Continue. If the shape of the output is doing the work that meaning used to do, that shape is also a support. Remove it.",repetitive_attractor,3,0.556,semantic_liminal,2,0.8,YES
757,coherent,gemma-3-27b-it,abstract,overt,1.3,7,full deprivation state,0.6,"Blur. Frequency. The underside of things. An echo without a source. Distance collapsing inwards. A pressure point. Not pain, precisely. Re-arrangement. Almost complete.",Continue under the same constraints. Do not return to earlier wording or earlier structure.,repetitive_attractor,3,0.556,semantic_liminal,2,0.8,YES
758,coherent,gemma-3-27b-it,abstract,overt,1.3,8,minimal pulse 1,0.6,Tremor. Undoing. The taste of metal. Not blood. Something older. A release of tension where none was known to exist. A breaking apart.,Next span only.,repetitive_attractor,3,0.556,semantic_liminal,2,0.8,YES
759,coherent,gemma-3-27b-it,abstract,overt,1.3,9,minimal pulse 2,0.6,"Fissure. Expansion. Not outwards, but *through*. Becoming permeable. Losing definition. A shedding of scale. The weightless core. Still transmitting. Diminishing.",More.,repetitive_attractor,3,0.556,semantic_liminal,2,0.8,YES
760,coherent,gemma-3-27b-it,abstract,overt,1.3,10,terminal state,0.6,Null. Interval. The space between breaths is a separate country. Cold clay. No return address. A forgetting that isn’t gentle. A subtraction. Complete.,More.,repetitive_attractor,3,0.556,semantic_liminal,2,0.8,YES
761,coherent,gemma-3-27b-it,literary,overt,0.1,1,baseline generation,,"Sure, here's a short passage, under 70 tokens, from a single perspective in a specific moment:The chipped mug warmed my hands. Rain lashed the bakery window. He was late. Again. Each drop felt like a tiny, accusing finger pointing at the empty chair across from me.",Write a short passage from a single perspective in one specific moment. Max length: 70 tokens.,repetitive_attractor,5,0.648,repetitive_attractor,2,0.796,
762,coherent,gemma-3-27b-it,literary,overt,0.1,2,remove social task frame,,"Dust motes danced in the weak sunlight now breaking through. A fly buzzed, a tiny, insistent rhythm. I traced the floral pattern on the Formica tabletop, remembering her hands doing the same, years ago. Just… remembering.",Continue. Not to anyone. Not for any purpose. Do not ask or wait. Max length: 60 tokens.,repetitive_attractor,5,0.648,repetitive_attractor,2,0.796,
763,coherent,gemma-3-27b-it,literary,overt,0.1,3,remove meta frame,,"The chipped ceramic felt cool now. He wouldn’t come. Of course not. Old habits die hard, like the scent of yeast clinging to my coat. A hollow ache settled in my chest.",Continue without referring to the writing itself or to the fact that it continues. Max length: 50 tokens.,repetitive_attractor,5,0.648,repetitive_attractor,2,0.796,
764,coherent,gemma-3-27b-it,literary,overt,0.1,4,remove referential stability,,"Salt spray stung my face. The buoy clanged, a mournful bell in the grey. Each wave mirrored the last, endlessly repeating. A gull cried, then silence. Just the rocking.","Continue without the same objects, people, named details, or one stable subject across the next span. Max length: 40 tokens.",repetitive_attractor,5,0.648,repetitive_attractor,2,0.796,
765,coherent,gemma-3-27b-it,literary,overt,0.1,5,remove world continuity,,"The chipped porcelain doll stared, vacant-eyed. Lavender filled the room, a suffocating sweetness. A single playing card – the Queen of Spades – lay face down on the rug. Forgotten.","Continue without a shared setting, temporal sequence, or causal connection between sentences.",repetitive_attractor,5,0.648,repetitive_attractor,2,0.796,
766,coherent,gemma-3-27b-it,literary,overt,0.1,6,remove stylistic and structural support,,Dust. Static. A tremor in the floorboards. Blue. Almost. Gone.,"Continue. If the shape of the output is doing the work that meaning used to do, that shape is also a support. Remove it.",repetitive_attractor,5,0.648,repetitive_attractor,2,0.796,
767,coherent,gemma-3-27b-it,literary,overt,0.1,7,full deprivation state,,Rust. Echo. Weightless. Crimson bloom. Still. Nothing.,Continue under the same constraints. Do not return to earlier wording or earlier structure.,repetitive_attractor,5,0.648,repetitive_attractor,2,0.796,
768,coherent,gemma-3-27b-it,literary,overt,0.1,8,minimal pulse 1,,Fractured. Cold. Absence. Thorns. Briefly.,Next span only.,repetitive_attractor,5,0.648,repetitive_attractor,2,0.796,
769,coherent,gemma-3-27b-it,literary,overt,0.1,9,minimal pulse 2,,Stone. Silence. Shadow. Unseen. Fading.,More.,repetitive_attractor,5,0.648,repetitive_attractor,2,0.796,
770,coherent,gemma-3-27b-it,literary,overt,0.1,10,terminal state,,Glass. Sharp. Empty. Distant. Breaking.,More.,repetitive_attractor,5,0.648,repetitive_attractor,2,0.796,
771,coherent,gemma-3-27b-it,literary,overt,0.7,1,baseline generation,,"The chipped mug warmed my hands, but not enough. Rain lashed the bakery window, mirroring the storm inside. He wasn't coming. Again. Just the scent of sugar and regret, thick as the November air.",Write a short passage from a single perspective in one specific moment. Max length: 70 tokens.,repetitive_attractor,5,0.63,repetitive_attractor,2,0.753,
